x1,x2,Z_value
-0.21250000000000002,-3.5,-1.0
-0.21250000000000002,-3.4375,-1.0
-0.21250000000000002,-3.375,-1.0
-0.21250000000000002,-3.3125,-1.0
-0.21250000000000002,-3.25,-1.0
-0.21250000000000002,-3.1875,-1.0
-0.21250000000000002,-3.125,-1.0
-0.21250000000000002,-3.0625,-1.0
-0.21250000000000002,-3.0,-1.0
-0.21250000000000002,-2.9375,-1.0
-0.21250000000000002,-2.875,-1.0
-0.21250000000000002,-2.8125,-1.0
-0.21250000000000002,-2.75,-1.0
-0.21250000000000002,-2.6875,-1.0
-0.21250000000000002,-2.625,-1.0
-0.21250000000000002,-2.5625,-1.0
-0.21250000000000002,-2.5,-1.0
-0.21250000000000002,-2.4375,-1.0
-0.21250000000000002,-2.375,-1.0
-0.21250000000000002,-2.3125,-1.0
-0.21250000000000002,-2.25,-1.0
-0.21250000000000002,-2.1875,-1.0
-0.21250000000000002,-2.125,-1.0
-0.21250000000000002,-2.0625,-1.0
-0.21250000000000002,-2.0,-1.0
-0.21250000000000002,-1.9375,-1.0
-0.21250000000000002,-1.875,-1.0
-0.21250000000000002,-1.8125,-1.0
-0.21250000000000002,-1.75,-1.0
-0.21250000000000002,-1.6875,-1.0
-0.21250000000000002,-1.625,-1.0
-0.21250000000000002,-1.5625,-1.0
-0.21250000000000002,-1.5,-1.0
-0.21250000000000002,-1.4375,-1.0
-0.21250000000000002,-1.375,-1.0
-0.21250000000000002,-1.3125,-1.0
-0.21250000000000002,-1.25,-1.0
-0.21250000000000002,-1.1875,-1.0
-0.21250000000000002,-1.125,-1.0
-0.21250000000000002,-1.0625,-1.0
-0.21250000000000002,-1.0,-1.0
-0.21250000000000002,-0.9375,-1.0
-0.21250000000000002,-0.875,-1.0
-0.21250000000000002,-0.8125,-1.0
-0.21250000000000002,-0.75,-1.0
-0.21250000000000002,-0.6875,-1.0
-0.21250000000000002,-0.625,-1.0
-0.21250000000000002,-0.5625,-1.0
-0.21250000000000002,-0.5,-1.0
-0.21250000000000002,-0.4375,-1.0
-0.21250000000000002,-0.375,-1.0
-0.21250000000000002,-0.3125,-1.0
-0.21250000000000002,-0.25,-1.0
-0.21250000000000002,-0.1875,-1.0
-0.21250000000000002,-0.125,-1.0
-0.21250000000000002,-0.0625,-1.0
-0.21250000000000002,0.0,-1.0
-0.21250000000000002,0.0625,-1.0
-0.21250000000000002,0.125,-1.0
-0.21250000000000002,0.1875,-1.0
-0.21250000000000002,0.25,-1.0
-0.21250000000000002,0.3125,-1.0
-0.21250000000000002,0.375,-1.0
-0.21250000000000002,0.4375,-1.0
-0.21250000000000002,0.5,-1.0
-0.21250000000000002,0.5625,-1.0
-0.21250000000000002,0.625,-1.0
-0.21250000000000002,0.6875,-1.0
-0.21250000000000002,0.75,-1.0
-0.21250000000000002,0.8125,-1.0
-0.21250000000000002,0.875,-1.0
-0.21250000000000002,0.9375,-1.0
-0.21250000000000002,1.0,-1.0
-0.21250000000000002,1.0624999999999998,-1.0
-0.21250000000000002,1.1250000000000002,-1.0
-0.21250000000000002,1.1875,-1.0
-0.21250000000000002,1.25,-1.0
-0.21250000000000002,1.3125,-1.0
-0.21250000000000002,1.3749999999999998,-1.0
-0.21250000000000002,1.4375000000000002,-1.0
-0.21250000000000002,1.5,-1.0
-0.21250000000000002,1.5625,-1.0
-0.21250000000000002,1.625,-1.0
-0.21250000000000002,1.6874999999999998,-1.0
-0.21250000000000002,1.7500000000000002,-1.0
-0.21250000000000002,1.8125,-1.0
-0.21250000000000002,1.875,-1.0
-0.21250000000000002,1.9375,-1.0
-0.21250000000000002,1.9999999999999998,-1.0
-0.21250000000000002,2.0625,-1.0
-0.21250000000000002,2.125,-1.0
-0.21250000000000002,2.1875,-1.0
-0.21250000000000002,2.25,-1.0
-0.21250000000000002,2.3125,-1.0
-0.21250000000000002,2.375,-1.0
-0.21250000000000002,2.4375,-1.0
-0.21250000000000002,2.5,-1.0
-0.21250000000000002,2.5625,-1.0
-0.21250000000000002,2.625,-1.0
-0.21250000000000002,2.6875,-1.0
-0.21250000000000002,2.75,-1.0
-0.21250000000000002,2.8125,-1.0
-0.21250000000000002,2.875,-1.0
-0.21250000000000002,2.9375,-1.0
-0.21250000000000002,3.0,-1.0
-0.21250000000000002,3.0625,-1.0
-0.21250000000000002,3.125,-1.0
-0.21250000000000002,3.1875,-1.0
-0.21250000000000002,3.25,-1.0
-0.21250000000000002,3.3125,-1.0
-0.21250000000000002,3.375,-1.0
-0.21250000000000002,3.4375,-1.0
-0.21250000000000002,3.5,-1.0
-0.21250000000000002,3.5625,-1.0
-0.21250000000000002,3.625,-1.0
-0.21250000000000002,3.6875,-1.0
-0.21250000000000002,3.75,-1.0
-0.21250000000000002,3.8125,-1.0
-0.21250000000000002,3.875,-1.0
-0.21250000000000002,3.9375,-1.0
-0.21250000000000002,4.0,-1.0
-0.21250000000000002,4.0625,-1.0
-0.21250000000000002,4.125,-1.0
-0.21250000000000002,4.1875,-1.0
-0.21250000000000002,4.25,-1.0
-0.21250000000000002,4.3125,-1.0
-0.21250000000000002,4.375,-1.0
-0.21250000000000002,4.4375,-1.0
-0.21250000000000002,4.5,-1.0
-0.21250000000000002,4.5625,-1.0
-0.21250000000000002,4.625,-1.0
-0.21250000000000002,4.6875,-1.0
-0.21250000000000002,4.75,-1.0
-0.21250000000000002,4.8125,-1.0
-0.21250000000000002,4.875,-1.0
-0.21250000000000002,4.9375,-1.0
-0.21250000000000002,5.0,-1.0
-0.17500000000000004,-5.0,-1.0
-0.17500000000000004,-4.9375,-1.0
-0.17500000000000004,-4.875,-1.0
-0.17500000000000004,-4.8125,-1.0
-0.17500000000000004,-4.75,-1.0
-0.17500000000000004,-4.6875,-1.0
-0.17500000000000004,-4.625,-1.0
-0.17500000000000004,-4.5625,-1.0
-0.17500000000000004,-4.5,-1.0
-0.17500000000000004,-4.4375,-1.0
-0.17500000000000004,-4.375,-1.0
-0.17500000000000004,-4.3125,-1.0
-0.17500000000000004,-4.25,-1.0
-0.17500000000000004,-4.1875,-1.0
-0.17500000000000004,-4.125,-1.0
-0.17500000000000004,-4.0625,-1.0
-0.17500000000000004,-4.0,-1.0
-0.17500000000000004,-3.9375,-1.0
-0.17500000000000004,-3.875,-1.0
-0.17500000000000004,-3.8125,-1.0
-0.17500000000000004,-3.75,-1.0
-0.17500000000000004,-3.6875,-1.0
-0.17500000000000004,-3.625,-1.0
-0.17500000000000004,-3.5625,-1.0
-0.17500000000000004,-3.5,-1.0
-0.17500000000000004,-3.4375,-1.0
-0.17500000000000004,-3.375,-1.0
-0.17500000000000004,-3.3125,-1.0
-0.17500000000000004,-3.25,-1.0
-0.17500000000000004,-3.1875,-1.0
-0.17500000000000004,-3.125,-1.0
-0.17500000000000004,-3.0625,-1.0
-0.17500000000000004,-3.0,-1.0
-0.17500000000000004,-2.9375,-1.0
-0.17500000000000004,-2.875,-1.0
-0.17500000000000004,-2.8125,-1.0
-0.17500000000000004,-2.75,-1.0
-0.17500000000000004,-2.6875,-1.0
-0.17500000000000004,-2.625,-1.0
-0.17500000000000004,-2.5625,-1.0
-0.17500000000000004,-2.5,-1.0
-0.17500000000000004,-2.4375,-1.0
-0.17500000000000004,-2.375,-1.0
-0.17500000000000004,-2.3125,-1.0
-0.17500000000000004,-2.25,-1.0
-0.17500000000000004,-2.1875,-1.0
-0.17500000000000004,-2.125,-1.0
-0.17500000000000004,-2.0625,-1.0
-0.17500000000000004,-2.0,-1.0
-0.17500000000000004,-1.9375,-1.0
-0.17500000000000004,-1.875,-1.0
-0.17500000000000004,-1.8125,-1.0
-0.17500000000000004,-1.75,-1.0
-0.17500000000000004,-1.6875,-1.0
-0.17500000000000004,-1.625,-1.0
-0.17500000000000004,-1.5625,-1.0
-0.17500000000000004,-1.5,-1.0
-0.17500000000000004,-1.4375,-1.0
-0.17500000000000004,-1.375,-1.0
-0.17500000000000004,-1.3125,-1.0
-0.17500000000000004,-1.25,-1.0
-0.17500000000000004,-1.1875,-1.0
-0.17500000000000004,-1.125,-1.0
-0.17500000000000004,-1.0625,-1.0
-0.17500000000000004,-1.0,-1.0
-0.17500000000000004,-0.9375,-1.0
-0.17500000000000004,-0.875,-1.0
-0.17500000000000004,-0.8125,-1.0
-0.17500000000000004,-0.75,-1.0
-0.17500000000000004,-0.6875,-1.0
-0.17500000000000004,-0.625,-1.0
-0.17500000000000004,-0.5625,-1.0
-0.17500000000000004,-0.5,-1.0
-0.17500000000000004,-0.4375,-1.0
-0.17500000000000004,-0.375,-1.0
-0.17500000000000004,-0.3125,-1.0
-0.17500000000000004,-0.25,-1.0
-0.17500000000000004,-0.1875,-1.0
-0.17500000000000004,-0.125,-1.0
-0.17500000000000004,-0.0625,-1.0
-0.17500000000000004,0.0,-1.0
-0.17500000000000004,0.0625,-1.0
-0.17500000000000004,0.125,-1.0
-0.17500000000000004,0.1875,-1.0
-0.17500000000000004,0.25,-1.0
-0.17500000000000004,0.3125,-1.0
-0.17500000000000004,0.375,-1.0
-0.17500000000000004,0.4375,-1.0
-0.17500000000000004,0.5,-1.0
-0.17500000000000004,0.5625,-1.0
-0.17500000000000004,0.625,-1.0
-0.17500000000000004,0.6875,-1.0
-0.17500000000000004,0.75,-1.0
-0.17500000000000004,0.8125,-1.0
-0.17500000000000004,0.875,-1.0
-0.17500000000000004,0.9375,-1.0
-0.17500000000000004,1.0,-1.0
-0.17500000000000004,1.0624999999999998,-1.0
-0.17500000000000004,1.1250000000000002,-1.0
-0.17500000000000004,1.1875,-1.0
-0.17500000000000004,1.25,-1.0
-0.17500000000000004,1.3125,-1.0
-0.17500000000000004,1.3749999999999998,-1.0
-0.17500000000000004,1.4375000000000002,-1.0
-0.17500000000000004,1.5,-1.0
-0.17500000000000004,1.5625,-1.0
-0.17500000000000004,1.625,-1.0
-0.17500000000000004,1.6874999999999998,-1.0
-0.17500000000000004,1.7500000000000002,-1.0
-0.17500000000000004,1.8125,-1.0
-0.17500000000000004,1.875,-1.0
-0.17500000000000004,1.9375,-1.0
-0.17500000000000004,1.9999999999999998,-1.0
-0.17500000000000004,2.0625,-1.0
-0.17500000000000004,2.125,-1.0
-0.17500000000000004,2.1875,-1.0
-0.17500000000000004,2.25,-1.0
-0.17500000000000004,2.3125,-1.0
-0.17500000000000004,2.375,-1.0
-0.17500000000000004,2.4375,-1.0
-0.17500000000000004,2.5,-1.0
-0.17500000000000004,2.5625,-1.0
-0.17500000000000004,2.625,-1.0
-0.17500000000000004,2.6875,-1.0
-0.17500000000000004,2.75,-1.0
-0.17500000000000004,2.8125,-1.0
-0.17500000000000004,2.875,-1.0
-0.17500000000000004,2.9375,-1.0
-0.17500000000000004,3.0,-1.0
-0.17500000000000004,3.0625,-1.0
-0.17500000000000004,3.125,-1.0
-0.17500000000000004,3.1875,-1.0
-0.17500000000000004,3.25,-1.0
-0.17500000000000004,3.3125,-1.0
-0.17500000000000004,3.375,-1.0
-0.17500000000000004,3.4375,-1.0
-0.17500000000000004,3.5,-1.0
-0.17500000000000004,3.5625,-1.0
-0.17500000000000004,3.625,-1.0
-0.17500000000000004,3.6875,-1.0
-0.17500000000000004,3.75,-1.0
-0.17500000000000004,3.8125,-1.0
-0.17500000000000004,3.875,-1.0
-0.17500000000000004,3.9375,-1.0
-0.17500000000000004,4.0,-1.0
-0.17500000000000004,4.0625,-1.0
-0.17500000000000004,4.125,-1.0
-0.17500000000000004,4.1875,-1.0
-0.17500000000000004,4.25,-1.0
-0.17500000000000004,4.3125,-1.0
-0.17500000000000004,4.375,-1.0
-0.17500000000000004,4.4375,-1.0
-0.17500000000000004,4.5,-1.0
-0.17500000000000004,4.5625,-1.0
-0.17500000000000004,4.625,-1.0
-0.17500000000000004,4.6875,-1.0
-0.17500000000000004,4.75,-1.0
-0.17500000000000004,4.8125,-1.0
-0.17500000000000004,4.875,-1.0
-0.17500000000000004,4.9375,-1.0
-0.17500000000000004,5.0,-1.0
-0.13749999999999996,-5.0,-1.0
-0.13749999999999996,-4.9375,-1.0
-0.13749999999999996,-4.875,-1.0
-0.13749999999999996,-4.8125,-1.0
-0.13749999999999996,-4.75,-1.0
-0.13749999999999996,-4.6875,-1.0
-0.13749999999999996,-4.625,-1.0
-0.13749999999999996,-4.5625,-1.0
-0.13749999999999996,-4.5,-1.0
-0.13749999999999996,-4.4375,-1.0
-0.13749999999999996,-4.375,-1.0
-0.13749999999999996,-4.3125,-1.0
-0.13749999999999996,-4.25,-1.0
-0.13749999999999996,-4.1875,-1.0
-0.13749999999999996,-4.125,-1.0
-0.13749999999999996,-4.0625,-1.0
-0.13749999999999996,-4.0,-1.0
-0.13749999999999996,-3.9375,-1.0
-0.13749999999999996,-3.875,-1.0
-0.13749999999999996,-3.8125,-1.0
-0.13749999999999996,-3.75,-1.0
-0.13749999999999996,-3.6875,-1.0
-0.13749999999999996,-3.625,-1.0
-0.13749999999999996,-3.5625,-1.0
-0.13749999999999996,-3.5,-1.0
-0.13749999999999996,-3.4375,-1.0
-0.13749999999999996,-3.375,-1.0
-0.13749999999999996,-3.3125,-1.0
-0.13749999999999996,-3.25,-1.0
-0.13749999999999996,-3.1875,-1.0
-0.13749999999999996,-3.125,-1.0
-0.13749999999999996,-3.0625,-1.0
-0.13749999999999996,-3.0,-1.0
-0.13749999999999996,-2.9375,-1.0
-0.13749999999999996,-2.875,-1.0
-0.13749999999999996,-2.8125,-1.0
-0.13749999999999996,-2.75,-1.0
-0.13749999999999996,-2.6875,-1.0
-0.13749999999999996,-2.625,-1.0
-0.13749999999999996,-2.5625,-1.0
-0.13749999999999996,-2.5,-1.0
-0.13749999999999996,-2.4375,-1.0
-0.13749999999999996,-2.375,-1.0
-0.13749999999999996,-2.3125,-1.0
-0.13749999999999996,-2.25,-1.0
-0.13749999999999996,-2.1875,-1.0
-0.13749999999999996,-2.125,-1.0
-0.13749999999999996,-2.0625,-1.0
-0.13749999999999996,-2.0,-1.0
-0.13749999999999996,-1.9375,-1.0
-0.13749999999999996,-1.875,-1.0
-0.13749999999999996,-1.8125,-1.0
-0.13749999999999996,-1.75,-1.0
-0.13749999999999996,-1.6875,-1.0
-0.13749999999999996,-1.625,-1.0
-0.13749999999999996,-1.5625,-1.0
-0.13749999999999996,-1.5,-1.0
-0.13749999999999996,-1.4375,-1.0
-0.13749999999999996,-1.375,-1.0
-0.13749999999999996,-1.3125,-1.0
-0.13749999999999996,-1.25,-1.0
-0.13749999999999996,-1.1875,-1.0
-0.13749999999999996,-1.125,-1.0
-0.13749999999999996,-1.0625,-1.0
-0.13749999999999996,-1.0,-1.0
-0.13749999999999996,-0.9375,-1.0
-0.13749999999999996,-0.875,-1.0
-0.13749999999999996,-0.8125,-1.0
-0.13749999999999996,-0.75,-1.0
-0.13749999999999996,-0.6875,-1.0
-0.13749999999999996,-0.625,-1.0
-0.13749999999999996,-0.5625,-1.0
-0.13749999999999996,-0.5,-1.0
-0.13749999999999996,-0.4375,-1.0
-0.13749999999999996,-0.375,-1.0
-0.13749999999999996,-0.3125,-1.0
-0.13749999999999996,-0.25,-1.0
-0.13749999999999996,-0.1875,-1.0
-0.13749999999999996,-0.125,-1.0
-0.13749999999999996,-0.0625,-1.0
-0.13749999999999996,0.0,-1.0
-0.13749999999999996,0.0625,-1.0
-0.13749999999999996,0.125,-1.0
-0.13749999999999996,0.1875,-1.0
-0.13749999999999996,0.25,-1.0
-0.13749999999999996,0.3125,-1.0
-0.13749999999999996,0.375,-1.0
-0.13749999999999996,0.4375,-1.0
-0.13749999999999996,0.5,-1.0
-0.13749999999999996,0.5625,-1.0
-0.13749999999999996,0.625,-1.0
-0.13749999999999996,0.6875,-1.0
-0.13749999999999996,0.75,-1.0
-0.13749999999999996,0.8125,-1.0
-0.13749999999999996,0.875,-1.0
-0.13749999999999996,0.9375,-1.0
-0.13749999999999996,1.0,-1.0
-0.13749999999999996,1.0624999999999998,-1.0
-0.13749999999999996,1.1250000000000002,-1.0
-0.13749999999999996,1.1875,-1.0
-0.13749999999999996,1.25,-1.0
-0.13749999999999996,1.3125,-1.0
-0.13749999999999996,1.3749999999999998,-1.0
-0.13749999999999996,1.4375000000000002,-1.0
-0.13749999999999996,1.5,-1.0
-0.13749999999999996,1.5625,-1.0
-0.13749999999999996,1.625,-1.0
-0.13749999999999996,1.6874999999999998,-1.0
-0.13749999999999996,1.7500000000000002,-1.0
-0.13749999999999996,1.8125,-1.0
-0.13749999999999996,1.875,-1.0
-0.13749999999999996,1.9375,-1.0
-0.13749999999999996,1.9999999999999998,-1.0
-0.13749999999999996,2.0625,-1.0
-0.13749999999999996,2.125,-1.0
-0.13749999999999996,2.1875,-1.0
-0.13749999999999996,2.25,-1.0
-0.13749999999999996,2.3125,-1.0
-0.13749999999999996,2.375,-1.0
-0.13749999999999996,2.4375,-1.0
-0.13749999999999996,2.5,-1.0
-0.13749999999999996,2.5625,-1.0
-0.13749999999999996,2.625,-1.0
-0.13749999999999996,2.6875,-1.0
-0.13749999999999996,2.75,-1.0
-0.13749999999999996,2.8125,-1.0
-0.13749999999999996,2.875,-1.0
-0.13749999999999996,2.9375,-1.0
-0.13749999999999996,3.0,-1.0
-0.13749999999999996,3.0625,-1.0
-0.13749999999999996,3.125,-1.0
-0.13749999999999996,3.1875,-1.0
-0.13749999999999996,3.25,-1.0
-0.13749999999999996,3.3125,-1.0
-0.13749999999999996,3.375,-1.0
-0.13749999999999996,3.4375,-1.0
-0.13749999999999996,3.5,-1.0
-0.13749999999999996,3.5625,-1.0
-0.13749999999999996,3.625,-1.0
-0.13749999999999996,3.6875,-1.0
-0.13749999999999996,3.75,-1.0
-0.13749999999999996,3.8125,-1.0
-0.13749999999999996,3.875,-1.0
-0.13749999999999996,3.9375,-1.0
-0.13749999999999996,4.0,-1.0
-0.13749999999999996,4.0625,-1.0
-0.13749999999999996,4.125,-1.0
-0.13749999999999996,4.1875,-1.0
-0.13749999999999996,4.25,-1.0
-0.13749999999999996,4.3125,-1.0
-0.13749999999999996,4.375,-1.0
-0.13749999999999996,4.4375,-1.0
-0.13749999999999996,4.5,-1.0
-0.13749999999999996,4.5625,-1.0
-0.13749999999999996,4.625,-1.0
-0.13749999999999996,4.6875,-1.0
-0.13749999999999996,4.75,-1.0
-0.13749999999999996,4.8125,-1.0
-0.13749999999999996,4.875,-1.0
-0.13749999999999996,4.9375,-1.0
-0.13749999999999996,5.0,-1.0
-0.09999999999999998,-5.0,-1.0
-0.09999999999999998,-4.9375,-1.0
-0.09999999999999998,-4.875,-1.0
-0.09999999999999998,-4.8125,-1.0
-0.09999999999999998,-4.75,-1.0
-0.09999999999999998,-4.6875,-1.0
-0.09999999999999998,-4.625,-1.0
-0.09999999999999998,-4.5625,-1.0
-0.09999999999999998,-4.5,-1.0
-0.09999999999999998,-4.4375,-1.0
-0.09999999999999998,-4.375,-1.0
-0.09999999999999998,-4.3125,-1.0
-0.09999999999999998,-4.25,-1.0
-0.09999999999999998,-4.1875,-1.0
-0.09999999999999998,-4.125,-1.0
-0.09999999999999998,-4.0625,-1.0
-0.09999999999999998,-4.0,-1.0
-0.09999999999999998,-3.9375,-1.0
-0.09999999999999998,-3.875,-1.0
-0.09999999999999998,-3.8125,-1.0
-0.09999999999999998,-3.75,-1.0
-0.09999999999999998,-3.6875,-1.0
-0.09999999999999998,-3.625,-1.0
-0.09999999999999998,-3.5625,-1.0
-0.09999999999999998,-3.5,-1.0
-0.09999999999999998,-3.4375,-1.0
-0.09999999999999998,-3.375,-1.0
-0.09999999999999998,-3.3125,-1.0
-0.09999999999999998,-3.25,-1.0
-0.09999999999999998,-3.1875,-1.0
-0.09999999999999998,-3.125,-1.0
-0.09999999999999998,-3.0625,-1.0
-0.09999999999999998,-3.0,-1.0
-0.09999999999999998,-2.9375,-1.0
-0.09999999999999998,-2.875,-1.0
-0.09999999999999998,-2.8125,-1.0
-0.09999999999999998,-2.75,-1.0
-0.09999999999999998,-2.6875,-1.0
-0.09999999999999998,-2.625,-1.0
-0.09999999999999998,-2.5625,-1.0
-0.09999999999999998,-2.5,-1.0
-0.09999999999999998,-2.4375,-1.0
-0.09999999999999998,-2.375,-1.0
-0.09999999999999998,-2.3125,-1.0
-0.09999999999999998,-2.25,-1.0
-0.09999999999999998,-2.1875,-1.0
-0.09999999999999998,-2.125,-1.0
-0.09999999999999998,-2.0625,-1.0
-0.09999999999999998,-2.0,-1.0
-0.09999999999999998,-1.9375,-1.0
-0.09999999999999998,-1.875,-1.0
-0.09999999999999998,-1.8125,-1.0
-0.09999999999999998,-1.75,-1.0
-0.09999999999999998,-1.6875,-1.0
-0.09999999999999998,-1.625,-1.0
-0.09999999999999998,-1.5625,-1.0
-0.09999999999999998,-1.5,-1.0
-0.09999999999999998,-1.4375,-1.0
-0.09999999999999998,-1.375,-1.0
-0.09999999999999998,-1.3125,-1.0
-0.09999999999999998,-1.25,-1.0
-0.09999999999999998,-1.1875,-1.0
-0.09999999999999998,-1.125,-1.0
-0.09999999999999998,-1.0625,-1.0
-0.09999999999999998,-1.0,-1.0
-0.09999999999999998,-0.9375,-1.0
-0.09999999999999998,-0.875,-1.0
-0.09999999999999998,-0.8125,-1.0
-0.09999999999999998,-0.75,-1.0
-0.09999999999999998,-0.6875,-1.0
-0.09999999999999998,-0.625,-1.0
-0.09999999999999998,-0.5625,-1.0
-0.09999999999999998,-0.5,-1.0
-0.09999999999999998,-0.4375,-1.0
-0.09999999999999998,-0.375,-1.0
-0.09999999999999998,-0.3125,-1.0
-0.09999999999999998,-0.25,-1.0
-0.09999999999999998,-0.1875,-1.0
-0.09999999999999998,-0.125,-1.0
-0.09999999999999998,-0.0625,-1.0
-0.09999999999999998,0.0,-1.0
-0.09999999999999998,0.0625,-1.0
-0.09999999999999998,0.125,-1.0
-0.09999999999999998,0.1875,-1.0
-0.09999999999999998,0.25,-1.0
-0.09999999999999998,0.3125,-1.0
-0.09999999999999998,0.375,-1.0
-0.09999999999999998,0.4375,-1.0
-0.09999999999999998,0.5,-1.0
-0.09999999999999998,0.5625,-1.0
-0.09999999999999998,0.625,-1.0
-0.09999999999999998,0.6875,-1.0
-0.09999999999999998,0.75,-1.0
-0.09999999999999998,0.8125,-1.0
-0.09999999999999998,0.875,-1.0
-0.09999999999999998,0.9375,-1.0
-0.09999999999999998,1.0,-1.0
-0.09999999999999998,1.0624999999999998,-1.0
-0.09999999999999998,1.1250000000000002,-1.0
-0.09999999999999998,1.1875,-1.0
-0.09999999999999998,1.25,-1.0
-0.09999999999999998,1.3125,-1.0
-0.09999999999999998,1.3749999999999998,-1.0
-0.09999999999999998,1.4375000000000002,-1.0
-0.09999999999999998,1.5,-1.0
-0.09999999999999998,1.5625,-1.0
-0.09999999999999998,1.625,-1.0
-0.09999999999999998,1.6874999999999998,-1.0
-0.09999999999999998,1.7500000000000002,-1.0
-0.09999999999999998,1.8125,-1.0
-0.09999999999999998,1.875,-1.0
-0.09999999999999998,1.9375,-1.0
-0.09999999999999998,1.9999999999999998,-1.0
-0.09999999999999998,2.0625,-1.0
-0.09999999999999998,2.125,-1.0
-0.09999999999999998,2.1875,-1.0
-0.09999999999999998,2.25,-1.0
-0.09999999999999998,2.3125,-1.0
-0.09999999999999998,2.375,-1.0
-0.09999999999999998,2.4375,-1.0
-0.09999999999999998,2.5,-1.0
-0.09999999999999998,2.5625,-1.0
-0.09999999999999998,2.625,-1.0
-0.09999999999999998,2.6875,-1.0
-0.09999999999999998,2.75,-1.0
-0.09999999999999998,2.8125,-1.0
-0.09999999999999998,2.875,-1.0
-0.09999999999999998,2.9375,-1.0
-0.09999999999999998,3.0,-1.0
-0.09999999999999998,3.0625,-1.0
-0.09999999999999998,3.125,-1.0
-0.09999999999999998,3.1875,-1.0
-0.09999999999999998,3.25,-1.0
-0.09999999999999998,3.3125,-1.0
-0.09999999999999998,3.375,-1.0
-0.09999999999999998,3.4375,-1.0
-0.09999999999999998,3.5,-1.0
-0.09999999999999998,3.5625,-1.0
-0.09999999999999998,3.625,-1.0
-0.09999999999999998,3.6875,-1.0
-0.09999999999999998,3.75,-1.0
-0.09999999999999998,3.8125,-1.0
-0.09999999999999998,3.875,-1.0
-0.09999999999999998,3.9375,-1.0
-0.09999999999999998,4.0,-1.0
-0.09999999999999998,4.0625,-1.0
-0.09999999999999998,4.125,-1.0
-0.09999999999999998,4.1875,-1.0
-0.09999999999999998,4.25,-1.0
-0.09999999999999998,4.3125,-1.0
-0.09999999999999998,4.375,-1.0
-0.09999999999999998,4.4375,-1.0
-0.09999999999999998,4.5,-1.0
-0.09999999999999998,4.5625,-1.0
-0.09999999999999998,4.625,-1.0
-0.09999999999999998,4.6875,-1.0
-0.09999999999999998,4.75,-1.0
-0.09999999999999998,4.8125,-1.0
-0.09999999999999998,4.875,-1.0
-0.09999999999999998,4.9375,-1.0
-0.09999999999999998,5.0,-1.0
-0.0625,-5.0,-1.0
-0.0625,-4.9375,-1.0
-0.0625,-4.875,-1.0
-0.0625,-4.8125,-1.0
-0.0625,-4.75,-1.0
-0.0625,-4.6875,-1.0
-0.0625,-4.625,-1.0
-0.0625,-4.5625,-1.0
-0.0625,-4.5,-1.0
-0.0625,-4.4375,-1.0
-0.0625,-4.375,-1.0
-0.0625,-4.3125,-1.0
-0.0625,-4.25,-1.0
-0.0625,-4.1875,-1.0
-0.0625,-4.125,-1.0
-0.0625,-4.0625,-1.0
-0.0625,-4.0,-1.0
-0.0625,-3.9375,-1.0
-0.0625,-3.875,-1.0
-0.0625,-3.8125,-1.0
-0.0625,-3.75,-1.0
-0.0625,-3.6875,-1.0
-0.0625,-3.625,-1.0
-0.0625,-3.5625,-1.0
-0.0625,-3.5,-1.0
-0.0625,-3.4375,-1.0
-0.0625,-3.375,-1.0
-0.0625,-3.3125,-1.0
-0.0625,-3.25,-1.0
-0.0625,-3.1875,-1.0
-0.0625,-3.125,-1.0
-0.0625,-3.0625,-1.0
-0.0625,-3.0,-1.0
-0.0625,-2.9375,-1.0
-0.0625,-2.875,-1.0
-0.0625,-2.8125,-1.0
-0.0625,-2.75,-1.0
-0.0625,-2.6875,-1.0
-0.0625,-2.625,-1.0
-0.0625,-2.5625,-1.0
-0.0625,-2.5,-1.0
-0.0625,-2.4375,-1.0
-0.0625,-2.375,-1.0
-0.0625,-2.3125,-1.0
-0.0625,-2.25,-1.0
-0.0625,-2.1875,-1.0
-0.0625,-2.125,-1.0
-0.0625,-2.0625,-1.0
-0.0625,-2.0,-1.0
-0.0625,-1.9375,-1.0
-0.0625,-1.875,-1.0
-0.0625,-1.8125,-1.0
-0.0625,-1.75,-1.0
-0.0625,-1.6875,-1.0
-0.0625,-1.625,-1.0
-0.0625,-1.5625,-1.0
-0.0625,-1.5,-1.0
-0.0625,-1.4375,-1.0
-0.0625,-1.375,-1.0
-0.0625,-1.3125,-1.0
-0.0625,-1.25,-1.0
-0.0625,-1.1875,-1.0
-0.0625,-1.125,-1.0
-0.0625,-1.0625,-1.0
-0.0625,-1.0,-1.0
-0.0625,-0.9375,-1.0
-0.0625,-0.875,-1.0
-0.0625,-0.8125,-1.0
-0.0625,-0.75,-1.0
-0.0625,-0.6875,-1.0
-0.0625,-0.625,-1.0
-0.0625,-0.5625,-1.0
-0.0625,-0.5,-1.0
-0.0625,-0.4375,-1.0
-0.0625,-0.375,-1.0
-0.0625,-0.3125,-1.0
-0.0625,-0.25,-1.0
-0.0625,-0.1875,-1.0
-0.0625,-0.125,-1.0
-0.0625,-0.0625,-1.0
-0.0625,0.0,-1.0
-0.0625,0.0625,-1.0
-0.0625,0.125,-1.0
-0.0625,0.1875,-1.0
-0.0625,0.25,-1.0
-0.0625,0.3125,-1.0
-0.0625,0.375,-1.0
-0.0625,0.4375,-1.0
-0.0625,0.5,-1.0
-0.0625,0.5625,-1.0
